City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
209,Kaitangata,NZ,2023-01-24 22:57:15,-46.2817,169.8464,64.67,60,14,2.59
210,Usakos,NA,2023-01-24 22:57:15,-22.0,15.6,69.03,49,26,5.93
211,Brownwood,US,2023-01-24 22:54:40,31.7093,-98.9912,41.97,96,75,11.5
212,Carnarvon,AU,2023-01-24 22:54:06,-24.8667,113.6333,77.88,68,0,18.16
213,Hithadhoo,MV,2023-01-24 22:57:16,-0.6,73.0833,81.01,75,100,13.38
214,Vejprty,CZ,2023-01-24 22:57:16,50.4923,13.0321,27.25,96,85,2.8
215,Sobolevo,RU,2023-01-24 22:57:16,54.4299,31.8996,28.24,92,100,4.92
216,Verkhovazhye,RU,2023-01-24 22:57:17,60.7472,42.0465,20.66,94,97,7.58
217,Aras,ES,2023-01-24 22:57:17,42.5617,-2.356,32.41,75,100,6.91
218,Zavetnoye,RU,2023-01-24 22:57:17,47.1194,43.8903,25.18,52,0,10.07
219,Yima,CN,2023-01-24 22:57:18,34.7381,111.8839,14.65,20,12,3.11
220,Lorengau,PG,2023-01-24 22:57:18,-2.0226,147.2712,81.25,75,99,0.58
221,Aksu,CN,2023-01-24 22:57:18,41.1231,80.2644,2.25,92,89,4.68
222,Greenville,US,2023-01-24 22:55:15,35.6127,-77.3663,53.76,54,0,1.01
223,Gamboma,CG,2023-01-24 22:57:19,-1.8764,15.8644,71.6,88,94,4.0
224,Comodoro Rivadavia,AR,2023-01-24 22:57:19,-45.8667,-67.5,71.46,18,0,29.93
225,Deputatskiy,RU,2023-01-24 22:57:19,69.3,139.9,-41.01,99,54,3.44
226,Banff,CA,2023-01-24 22:57:20,51.1762,-115.5698,36.63,41,74,8.05
227,Dengzhou,CN,2023-01-24 22:57:20,37.8086,120.7508,15.22,61,28,10.07
228,Cap Malheureux,MU,2023-01-24 22:57:20,-19.9842,57.6142,73.47,84,100,3.0
229,Marienburg,PL,2023-01-24 22:57:21,54.0359,19.0266,32.9,81,82,5.39
230,Lasa,IT,2023-01-24 22:57:21,46.6166,10.7002,34.02,80,70,1.81
231,Ponta Delgada,PT,2023-01-24 22:57:22,37.7333,-25.6667,57.92,88,20,8.05
232,Tessalit,ML,2023-01-24 22:57:22,20.1986,1.0114,69.06,15,1,7.87
233,Kapuskasing,CA,2023-01-24 22:58:23,49.4169,-82.4331,3.29,78,100,3.44
234,Mozarlandia,BR,2023-01-24 22:58:23,-14.7447,-50.5706,74.26,89,90,3.38
235,Chernyshevskiy,RU,2023-01-24 22:58:23,63.0128,112.4714,-29.81,100,98,1.23
236,Riyadh,SA,2023-01-24 22:53:38,24.6877,46.7219,55.54,85,69,6.31
237,Breisach,DE,2023-01-24 22:58:24,48.0333,7.5833,38.73,89,100,12.66
238,Puerto Narino,CO,2023-01-24 22:58:24,-3.7703,-70.3831,74.37,96,31,2.28
239,Port Hardy,CA,2023-01-24 22:58:25,50.6996,-127.4199,42.98,100,100,9.22
240,Abu Zabad,SD,2023-01-24 22:58:25,12.35,29.25,71.98,31,11,16.62
241,Bilma,NE,2023-01-24 22:58:25,18.6853,12.9164,71.33,12,4,6.11
242,Jadu,LY,2023-01-24 22:58:26,31.953,12.0261,41.05,38,0,3.69
243,Nikolskoye,RU,2023-01-24 22:58:26,59.7035,30.7861,31.91,95,100,6.98
244,Uyuni,BO,2023-01-24 22:58:27,-20.4597,-66.825,57.15,48,97,26.26
245,Berlevag,NO,2023-01-24 22:58:27,70.8578,29.0864,35.6,93,100,35.68
246,Diapaga,BF,2023-01-24 22:58:27,12.0708,1.7889,80.6,13,25,5.44
247,Nalut,LY,2023-01-24 22:58:28,30.3333,10.85,44.37,43,0,10.58
248,Pangai,TO,2023-01-24 22:58:28,-19.8,-174.35,86.11,62,20,4.61
249,Bumba,CD,2023-01-24 22:58:28,2.1833,22.4667,72.36,43,44,0.58
250,Barra Patuca,HN,2023-01-24 22:58:29,15.8,-84.2833,77.29,85,73,12.12
251,Sangar,RU,2023-01-24 22:58:29,63.9242,127.4739,-47.47,98,92,3.69
252,Salalah,OM,2023-01-24 22:58:29,17.0151,54.0924,69.87,72,32,8.97
253,Ploemeur,FR,2023-01-24 22:58:30,47.7333,-3.4333,39.29,82,100,9.22
254,Ancud,CL,2023-01-24 22:58:30,-41.8697,-73.8203,57.94,64,58,7.2
255,Campbell River,CA,2023-01-24 22:56:38,50.0163,-125.2446,42.6,100,100,2.3
256,Kropotkin,RU,2023-01-24 22:58:31,45.4375,40.5756,32.86,75,0,11.39
257,Champerico,GT,2023-01-24 22:58:31,14.3,-91.9167,90.14,63,54,10.42
258,Airai,TL,2023-01-24 22:58:31,-8.9266,125.4092,64.42,84,93,0.43
259,Kiomboi,TZ,2023-01-24 22:58:32,-4.2667,34.3667,60.85,82,95,3.51
260,Amurzet,RU,2023-01-24 22:58:32,47.6967,131.0981,-30.06,98,24,4.38
261,Borogontsy,RU,2023-01-24 22:58:32,62.6683,131.1683,-63.06,100,69,3.44
262,Mirnyy,RU,2023-01-24 22:58:33,62.5353,113.9611,-25.37,100,100,1.97
263,Sinnamary,GF,2023-01-24 22:58:33,5.3833,-52.95,74.75,79,17,10.89
264,Sistranda,NO,2023-01-24 22:58:33,63.7256,8.834,48.16,85,100,48.99
265,Sur,OM,2023-01-24 22:56:26,22.5667,59.5289,65.01,56,40,9.53
266,Huarmey,PE,2023-01-24 22:58:34,-10.0681,-78.1522,72.91,78,27,8.72
267,Clyde River,CA,2023-01-24 22:58:34,70.4692,-68.5914,-19.97,69,75,17.27
268,San Carlos De Bariloche,AR,2023-01-24 22:58:34,-41.1456,-71.3082,56.95,44,20,25.32
269,Pangnirtung,CA,2023-01-24 22:58:35,66.1451,-65.7125,-5.8,71,75,3.44
270,Honningsvag,NO,2023-01-24 22:58:35,70.9821,25.9704,35.35,75,75,24.16
271,Kamenka,RU,2023-01-24 22:58:35,51.3223,42.7678,15.66,88,55,4.16
272,Mahanoro,MG,2023-01-24 22:58:36,-19.9,48.8,74.44,95,100,2.75
273,Kenora,CA,2023-01-24 22:58:37,49.8167,-94.4337,14.97,85,75,6.91
274,Hami,CN,2023-01-24 22:58:37,42.8,93.45,9.68,35,2,4.14
275,Kapoeta,SS,2023-01-24 22:58:38,4.7717,33.5903,82.02,30,86,5.3
276,Vila,PT,2023-01-24 22:58:38,42.0304,-8.1588,36.48,85,3,4.45
277,Kutum,SD,2023-01-24 22:58:38,14.2,24.6667,60.1,17,58,7.63
278,Ketchikan,US,2023-01-24 22:59:39,55.3422,-131.6461,44.58,98,100,5.82
279,Sao Filipe,CV,2023-01-24 22:59:39,14.8961,-24.4956,69.75,69,89,2.55
280,Yamada,JP,2023-01-24 22:59:39,39.4667,141.95,17.02,56,63,14.9
281,Zhigansk,RU,2023-01-24 22:59:40,66.7697,123.3711,-41.71,95,100,7.67
282,Synya,RU,2023-01-24 22:59:40,65.3718,58.0387,11.14,94,100,9.8
283,Sabha,LY,2023-01-24 22:59:40,27.0377,14.4283,58.1,20,22,7.63
284,Huilong,CN,2023-01-24 22:59:41,31.8111,121.655,20.93,56,41,7.63
285,Dok Kham Tai,TH,2023-01-24 22:59:41,19.1624,99.9934,58.33,73,4,1.16
286,Poum,NC,2023-01-24 22:59:41,-20.2333,164.0167,82.36,74,9,6.4
287,Forest Hills,US,2023-01-24 22:56:47,42.9595,-85.4898,34.43,83,87,1.01
288,Brae,GB,2023-01-24 22:59:42,60.3964,-1.353,48.74,93,100,31.59
289,Puerto Del Rosario,ES,2023-01-24 22:59:42,28.5004,-13.8627,62.35,63,20,20.71
290,San-Pedro,CI,2023-01-24 22:59:42,4.7485,-6.6363,78.37,87,41,5.91
291,Kysyl-Syr,RU,2023-01-24 22:59:43,63.8986,122.7617,-52.94,99,95,3.78
